SampleIndex,Value
862,720.57409
863,792.28542
864,790.77245
865,764.71536
866,652.90339
867,625.79326
868,741.60261
869,755.22896
870,792.32298
871,799.61229
872,703.91777
873,685.81443
874,690.68309
875,672.82656
876,694.15729
877,720.06492
878,919.65025
879,697.73148
880,775.70736
881,724.56515
882,750.87321
883,756.79201
884,734.64065
885,870.66346
886,850.35828
887,877.88035
888,917.23149
889,949.56149
890,841.07951
891,789.93774
892,857.87685
893,739.12156
894,737.56122
895,824.81607
896,771.13374
897,769.3277
898,789.4317
899,740.10618
900,706.9456
901,742.33047
902,800.67118
903,812.13821
904,957.58129
905,865.53789
906,747.99303
907,748.12792
908,687.78843
909,708.41772
910,713.11369
911,760.98129
912,804.4942
913,731.90438
914,775.41206
915,738.06577
916,685.54307
917,725.56508
918,790.12527
919,751.58849
920,739.73716
921,786.74365
922,714.72178
923,697.94718
924,712.23254
925,781.18004
926,796.2535
927,781.72096
928,761.61689
929,735.699
930,729.13218
931,746.27652
932,769.71553
933,785.09589
934,804.72048
935,771.01153
936,773.89104
937,771.58193
938,803.53145
939,840.22556
940,839.75384
941,787.61194
942,878.83434
943,929.2456
944,823.63325
945,967.73507
946,870.52323
947,1263.64606
948,1095.02564
949,874.14633
950,808.74609
951,809.95346
952,928.07035
953,954.69935
954,971.88469
955,926.94182
956,899.33211
957,929.16624
958,881.87698
959,896.14046
960,923.51363
961,934.53963
962,875.43393
963,839.20987
964,901.45839
965,827.62985
966,828.71964
967,837.0615
968,818.28951
969,834.84054
970,901.8258
971,974.5693
972,1006.12416
973,952.21131
974,1048.31324
975,833.24779
976,835.81084
977,867.48344
978,965.90617
979,1026.82261
980,1100.75916
981,935.18486
982,831.38005
983,847.97379
984,848.18228
985,985.11357
986,991.88647
987,907.67872
988,910.38897
989,897.66167
990,911.08274
991,1069.00601
992,965.53666
993,956.84304
994,974.93709
995,834.99326
996,945.5616
997,920.94998
998,940.73738
999,893.26145
1000,931.10771
1001,863.25251
1002,867.24425
1003,844.80052
1004,910.90023
1005,870.16745
1006,794.64771
1007,829.55684
1008,839.18106
1009,921.55618
1010,929.6809
1011,819.2733
1012,814.66794
1013,767.59404
1014,778.9335
1015,824.7086
1016,824.06552
1017,834.40617
1018,796.64691
1019,838.94932
1020,799.33322
1021,804.75126
1022,828.58976
1023,836.04835
1024,900.66564
1025,804.10268
1026,765.78683
1027,816.28994
1028,951.27314
1029,893.69902
1030,833.15164
1031,799.21661
1032,761.16621
1033,742.63671
1034,785.94853
1035,840.07662
1036,811.19853
1037,833.01422
1038,800.22436
1039,770.59539
1040,870.04486
1041,873.3279
1042,1159.84044
1043,926.72478
1044,875.40343
1045,890.42844
1046,851.8162
1047,796.48689
1048,777.58763
1049,724.2203
1050,736.9647
1051,756.32496
1052,799.9514
1053,775.49893
1054,754.12078
1055,731.67849
1056,743.9828
1057,825.02459
1058,912.1637
1059,766.48327
1060,856.96838
1061,686.13738
1062,682.04317
1063,672.11585
1064,879.83799
1065,847.41568
1066,722.36001
1067,705.81885
1068,703.06152
1069,756.6306
1070,801.39409
1071,774.67639
1072,688.58904
1073,676.57683
1074,745.28809
1075,825.40213
1076,802.13583
1077,813.50487
1078,809.42685
1079,778.86251
1080,704.04849
1081,773.46936
1082,1044.29258
1083,717.289
1084,791.45318
1085,805.47077
1086,845.88889
1087,790.00779
1088,860.72796
1089,894.59306
1090,808.83002
1091,863.07379
1092,1056.3549
1093,743.8113
1094,679.4388
1095,705.98191
1096,833.73263
1097,823.23416
1098,827.03098
1099,726.60685
1100,874.45814
1101,843.26376
1102,691.8684
1103,691.37632
1104,741.92847
1105,785.95466
1106,741.5479
1107,882.07169
1108,810.626
1109,700.50975
1110,654.35961
1111,662.90607
1112,792.27371
1113,732.33194
1114,736.22311
1115,774.92827
1116,731.85418
1117,738.15303
1118,777.45245
1119,741.72784
1120,747.24179
1121,742.80572
1122,745.15144
1123,772.90358
1124,817.4213
1125,760.19422
1126,820.36902
1127,848.52608
1128,877.71044
1129,786.03181
1130,728.06775
1131,751.63956
1132,748.85241
1133,763.05461
1134,767.72062
1135,754.9638
1136,765.40825
1137,744.38468
1138,784.96996
1139,882.89307
1140,932.43848
1141,912.29859
1142,844.04992
1143,953.57241
1144,852.19602
1145,908.39923
1146,992.23753
1147,856.76571
1148,912.25479
1149,867.53309
1150,785.28297
1151,805.58622
1152,802.74871
1153,1117.18313
1154,1072.75725
1155,866.25737
1156,860.47749
1157,894.51953
1158,809.05709
1159,856.52908
1160,861.50973
1161,951.62033
1162,966.86032
1163,949.18552
1164,845.94762
1165,928.84948
1166,844.02452
1167,840.61547
1168,821.29045
1169,794.11899
1170,881.88783
1171,896.65174
1172,830.16832
1173,905.30384
1174,992.33201
1175,951.20646
1176,980.41209
1177,857.75844
1178,978.06297
1179,1027.68771
1180,929.73643
1181,967.89434
1182,1014.69236
1183,959.50017
1184,869.27915
1185,851.88152
1186,902.17127
1187,1132.44248
1188,942.19314
1189,813.22925
1190,831.05456
1191,943.88749
1192,1010.8997
1193,1022.29167
1194,955.62318
1195,824.25033
1196,823.27514
1197,858.313
1198,1080.69429
1199,980.75766
1200,880.229
1201,903.07356
1202,826.88047
1203,816.12504
1204,866.20244
1205,895.74386
1206,877.54849
1207,883.31074
1208,805.05315
1209,800.6167
1210,822.6394
1211,788.29773
1212,783.46023
1213,816.16485
1214,808.78975
1215,783.36207
1216,760.79103
1217,785.83656
1218,841.35999
1219,796.67136
1220,820.5109
1221,822.94713
1222,804.93646
1223,856.93347
1224,978.8066
1225,821.13052
1226,758.78978
1227,773.88119
1228,795.17806
1229,792.92905
1230,828.4648
1231,797.55674
1232,751.92068
1233,755.2334
1234,774.06629
1235,851.79897
1236,841.6451
1237,771.84143
1238,765.41748
1239,763.11041
1240,795.48318
1241,855.5515
1242,850.20353
1243,814.22391
1244,759.58078
1245,775.45103
1246,814.33564
1247,761.47843
1248,1125.95342
1249,897.28767
1250,734.24567
1251,845.53551
1252,827.66355
1253,837.12544
1254,821.19215
1255,747.34669
1256,781.67452
1257,761.39219
1258,783.42925
1259,759.5482
1260,880.99154
1261,814.08623
1262,776.52278
1263,712.71581
1264,738.43787
1265,790.25121
1266,816.32224
1267,837.57745
1268,760.55329
1269,761.606856
1270,816.56407
1271,818.72559
1272,827.56372
1273,812.18411
1274,708.93484
1275,733.36801
1276,766.23303
1277,819.12244
1278,853.77794
1279,901.46484
1280,796.68571
1281,790.42449
1282,726.38851
1283,805.05341
1284,824.3669
1285,861.60891
1286,1023.07142
1287,790.14172
1288,765.51301
1289,724.76468
1290,838.52108
1291,822.82132
1292,839.46556
1293,807.7713
1294,748.616
1295,820.36472
1296,911.40221
1297,994.56004
1298,828.53939
1299,776.40322
1300,743.4826
1301,705.62863
1302,690.50331
1303,738.95081
1304,736.59108
1305,724.11235
1306,721.54559
1307,769.46367
1308,801.4902
1309,708.14903
1310,727.00438
1311,809.89421
1312,959.17076
1313,752.74882
1314,758.78029
1315,731.30553
1316,739.69165
1317,717.29997
1318,831.66015
1319,826.63956
1320,776.16281
1321,775.46328
1322,757.69961
1323,773.78925
1324,762.73009
1325,746.42974
1326,811.75237
1327,921.34657
1328,804.8077
1329,766.82852
1330,768.70811
1331,766.49965
1332,755.67631
1333,799.78322
1334,925.42395
1335,869.54889
1336,857.97899
1337,921.7262
1338,814.63208
1339,894.86149
1340,826.84113
1341,861.36517
1342,884.29145
1343,860.45451
1344,836.98718
1345,893.84407
1346,918.51267
1347,896.96544
1348,817.79474
1349,851.72122
1350,811.69135
1351,809.8164
1352,866.74175
1353,843.68899
1354,799.44878
1355,856.80685
1356,811.62183
1357,853.08334
1358,867.1897
1359,1144.3588
1360,1060.51743
1361,832.60918
1362,867.63381
1363,880.99924
1364,854.96009
1365,816.16119
1366,885.17233
1367,903.50565
1368,819.71315
1369,861.55974
1370,892.73933
1371,915.43074
1372,964.62969
1373,890.88183
1374,941.41182
1375,832.01652
1376,846.9952
1377,863.11321
1378,999.74862
1379,1067.9304
1380,995.55529
1381,889.44405
1382,946.81229
1383,941.56158
1384,869.72378
1385,884.43239
1386,1030.10756
1387,948.96903
1388,897.73096
1389,845.57366
1390,871.22971
1391,843.84824
1392,903.79377
1393,905.56077
1394,911.7717
1395,914.59033
1396,953.90956
1397,1004.09719
1398,959.11867
1399,821.47461
1400,842.84407
1401,895.1105
1402,1023.41908
1403,842.02218
1404,781.47062
1405,808.67648
1406,768.34839
1407,795.07876
1408,809.53727
1409,888.56965
1410,872.65267
1411,817.38316
1412,739.3927
1413,744.53599
1414,750.85744
1415,743.48332
1416,855.05605
1417,944.66166
1418,787.12654
1419,749.00746
1420,870.17215
1421,816.79233
1422,780.46302
1423,764.30138
1424,843.26847
1425,762.35786
1426,738.73737
1427,721.03463
1428,734.88635
1429,746.18064
1430,768.05083
1431,784.54024
1432,822.60454
1433,762.16638
1434,744.1463
1435,757.31118
1436,931.39046
1437,915.05525
1438,840.28944
1439,768.05023
1440,740.93231
1441,731.10651
1442,784.71286
1443,766.14946
1444,784.52223
1445,719.14669
1446,742.88164
1447,731.25621
1448,717.26861
1449,787.46397
1450,772.73702
1451,727.47576
1452,897.79779
1453,849.74842
1454,1215.44679
1455,1009.15401
1456,808.93987
1457,824.5337
1458,832.57883
1459,723.86313
1460,721.13164
1461,858.05461
1462,876.6092
1463,784.43405
1464,875.61227
1465,741.07557
1466,731.22827
1467,735.40142
1468,818.44516
1469,932.19013
1470,819.382189
1471,714.32456
1472,715.47085
1473,808.14337
1474,775.22428
1475,806.85621
1476,975.07857
1477,881.2496
1478,706.76822
1479,763.98063
1480,923.61916
1481,764.92101
1482,852.01123
1483,947.66041
1484,792.1156
1485,730.38663
1486,799.65606
1487,802.6006
1488,830.66234
1489,802.88971
1490,1120.82453
1491,824.64277
1492,986.24165
1493,859.86227
1494,741.44168
1495,701.15538
1496,768.34931
1497,867.61955
1498,911.28821
1499,830.15657
1500,764.71225
1501,742.90348
1502,714.43006
1503,703.553253
1504,729.76439
1505,698.50985
1506,780.14681
1507,849.47972
1508,768.25179
1509,751.42894
1510,758.19602
1511,829.80919
1512,843.80414
1513,765.08484
1514,793.43988
1515,824.50322
1516,847.06411
1517,835.66378
1518,861.50288
1519,796.63612
1520,775.391
1521,759.70534
1522,794.41981
1523,808.53271
1524,779.51742
1525,867.16196
1526,793.16246
1527,791.13576
1528,845.82325
1529,928.32564
1530,1002.88417
1531,896.16787
1532,824.50353
1533,922.04637
1534,914.50434
1535,889.74573
1536,849.79164
1537,921.38568
1538,857.74162
1539,831.67421
1540,856.64311
1541,825.2169
1542,802.33354
1543,853.86567
1544,834.81078
1545,909.85345
1546,853.41735
1547,849.67212
1548,895.51845
1549,878.94071
1550,832.72509
1551,826.07691
1552,810.13107
1553,791.37242
1554,816.18263
1555,879.97147
1556,808.73768
1557,859.02349
1558,846.14985
1559,865.54976
1560,848.00859
1561,785.0853
1562,773.56943
1563,767.20329
1564,852.8008
1565,1142.17152
1566,1088.87122
1567,881.99871
1568,845.43087
1569,796.79678
1570,784.49701
1571,782.01276
1572,866.14784
1573,962.15978
1574,999.01184
1575,824.18516
1576,777.78973
1577,832.88006
1578,876.85856
1579,976.47865
1580,1083.68801
1581,938.14764
1582,901.43065
1583,973.7925
1584,905.61972
1585,871.39052
1586,974.94054
1587,843.42516
1588,894.32727
1589,896.54747
1590,829.73736
1591,896.31199
1592,921.60775
1593,854.81844
1594,813.54036
1595,789.3649
1596,863.69327
1597,968.31176
1598,835.44073
1599,851.0988
1600,872.24032
1601,868.07783
1602,790.46941
1603,844.10344
1604,844.93298
1605,1009.01547
1606,897.64356
1607,775.8436
1608,790.22984
1609,763.31115
1610,744.41463
1611,765.54808
1612,800.38115
1613,825.34159
1614,764.03546
1615,781.12214
1616,955.83428
1617,809.68241
1618,731.44682
1619,722.44659
1620,781.45606
1621,838.69399
1622,791.53244
1623,775.01405
1624,771.61751
1625,711.41274
1626,687.64337
1627,743.99551
1628,776.55092
1629,810.05408
1630,772.25249
1631,746.14848
1632,797.8489
1633,844.30723
1634,798.15438
1635,878.72671
1636,746.71786
1637,768.25693
1638,749.56457
1639,721.22305
1640,761.35383
1641,807.97692
1642,793.4778
1643,777.20722
1644,778.92084
1645,734.45897
1646,769.69034
1647,809.9028
1648,761.30256
1649,775.30312
1650,778.24111
1651,752.29686
1652,851.54263
1653,737.09451
1654,702.53711
1655,745.27603
1656,765.7621
1657,757.83218
1658,904.35835
1659,806.93782
1660,1116.01212
1661,884.86906
1662,724.24266
1663,866.73802
1664,913.80175
1665,857.40177
1666,951.50746
1667,764.42823
1668,754.62771
1669,852.7774
1670,870.26315
1671,845.18092
1672,809.35324
1673,811.72149
1674,880.17961
1675,818.19344
1676,828.34483
1677,826.58954
1678,800.02149
1679,881.10633
1680,816.94484
1681,821.44219
1682,912.66683
1683,891.28937
1684,761.14977
1685,796.91321
1686,798.66786
1687,910.07763
1688,1015.52595
1689,973.45647
1690,803.34292
1691,777.46697
1692,805.02815
1693,788.19979
1694,977.29226
1695,803.32029
1696,787.78151
1697,829.71637
1698,745.55121
1699,784.51361
1700,847.22278
1701,983.72434
1702,826.17424
1703,796.06363
1704,757.21577
1705,738.67399
1706,723.932
1707,759.6255
1708,733.33998
1709,734.77666
1710,808.31136
1711,790.02708
1712,920.123057
1713,838.00726
1714,899.57754
1715,870.90303
1716,982.53748
1717,842.9672
1718,936.34907
1719,869.72349
1720,863.84998
1721,804.34452
1722,804.94106
1723,813.43031
1724,817.99084
1725,854.87978
1726,867.4526
1727,884.94405
1728,929.37042
1729,963.02919
1730,968.49293
1731,1072.22651
1732,926.72921
1733,936.11193
1734,830.68695
1735,809.71095
1736,868.72645
1737,906.44582
1738,828.61664
1739,853.19491
1740,788.54961
1741,775.18359
1742,819.96497
1743,889.37559
1744,847.17521
1745,891.88486
1746,882.33797
1747,975.21446
1748,826.1747
1749,862.7469
1750,782.35325
1751,829.93038
1752,815.37204
1753,776.59458
1754,791.22546
1755,791.43989
1756,791.82041
1757,855.90253
1758,792.73009
1759,762.36187
1760,769.40229
1761,811.16956
1762,873.22394
1763,824.39455
1764,885.02748
1765,767.3427
1766,769.45005
1767,822.88449
1768,897.39875
1769,808.13422
1770,849.40812
1771,1129.11544
1772,1039.37192
1773,879.50286
1774,945.19252
1775,841.64394
1776,815.50875
1777,761.0389
1778,804.91578
1779,904.22646
1780,883.53098
1781,844.76474
1782,830.10249
1783,813.63957
1784,922.67016
1785,890.01716
1786,917.0939
1787,862.39679
1788,816.50093
1789,813.90946
1790,912.78561
1791,821.19123
1792,857.2806
1793,797.07538
1794,746.0292
1795,824.02804
1796,870.93005
1797,871.991
1798,872.92242
1799,828.72377
1800,835.96687
1801,859.6672
1802,747.91095
1803,774.89001
1804,764.95047
1805,840.36861
1806,769.26755
1807,740.41335
1808,820.9534
1809,922.60324
1810,915.84228
1811,782.81589
1812,959.94882
1813,839.45016
1814,862.53414
1815,793.76198
1816,786.25419
1817,732.44782
1818,771.81856
1819,696.26177
1820,709.93367
1821,680.2487
1822,730.64194
1823,822.49291
1824,903.63926
1825,772.67812
1826,798.92959
1827,741.70815
1828,852.12108
1829,885.42015
1830,866.66595
1831,823.19878
1832,804.22679
1833,716.73703
1834,711.39405
1835,715.41342
1836,698.48623
1837,694.42479
1838,734.22811
1839,740.13816
1840,710.75151
1841,716.95881
1842,758.72396
1843,765.51542
1844,785.37279
1845,763.67116
1846,732.52706
1847,706.57156
1848,885.14641
1849,832.56299
1850,761.78777
1851,727.77805
1852,710.85056
1853,750.76658
1854,772.23957
1855,756.32389
1856,747.96321
1857,789.89737
1858,730.16694
1859,749.17376
1860,788.99793
1861,812.74496
